# scale           Yd(0,0)         Yd(0,1)         Yd(0,2)         Yd(1,0)         Yd(1,1)         Yd(1,2)         Yd(2,0)         Yd(2,1)         Yd(2,2)         Ye(0,0)         Ye(0,1)         Ye(0,2)         Ye(1,0)         Ye(1,1)         Ye(1,2)         Ye(2,0)         Ye(2,1)         Ye(2,2)         Yu(0,0)         Yu(0,1)         Yu(0,2)         Yu(1,0)         Yu(1,1)         Yu(1,2)         Yu(2,0)         Yu(2,1)         Yu(2,2)         Mu              g1              g2              g3              vd              vu              TYd(0,0)        TYd(0,1)        TYd(0,2)        TYd(1,0)        TYd(1,1)        TYd(1,2)        TYd(2,0)        TYd(2,1)        TYd(2,2)        TYe(0,0)        TYe(0,1)        TYe(0,2)        TYe(1,0)        TYe(1,1)        TYe(1,2)        TYe(2,0)        TYe(2,1)        TYe(2,2)        TYu(0,0)        TYu(0,1)        TYu(0,2)        TYu(1,0)        TYu(1,1)        TYu(1,2)        TYu(2,0)        TYu(2,1)        TYu(2,2)        BMu             mq2(0,0)        mq2(0,1)        mq2(0,2)        mq2(1,0)        mq2(1,1)        mq2(1,2)        mq2(2,0)        mq2(2,1)        mq2(2,2)        ml2(0,0)        ml2(0,1)        ml2(0,2)        ml2(1,0)        ml2(1,1)        ml2(1,2)        ml2(2,0)        ml2(2,1)        ml2(2,2)        mHd2            mHu2            md2(0,0)        md2(0,1)        md2(0,2)        md2(1,0)        md2(1,1)        md2(1,2)        md2(2,0)        md2(2,1)        md2(2,2)        mu2(0,0)        mu2(0,1)        mu2(0,2)        mu2(1,0)        mu2(1,1)        mu2(1,2)        mu2(2,0)        mu2(2,1)        mu2(2,2)        me2(0,0)        me2(0,1)        me2(0,2)        me2(1,0)        me2(1,1)        me2(1,2)        me2(2,0)        me2(2,1)        me2(2,2)        MassB           MassWB          MassG           
6.88131e+12     6.24218e-05     0               0               0               0.00136671      0               0               0               0.0636561       2.22623e-05     0               0               0               0.0046032       0               0               0               0.0778529       3.98029e-06     0               0               0               0.0018192       0               0               0               0.584031        640.39          0.616127        0.693419        0.760946        27.8333         215.583         -0.0144989      0               0               0               -0.31745        0               0               0               -14.5606        -0.00229631     0               0               0               -0.474808       0               0               0               -8.02281        -0.000907939    0               0               0               -0.414976       0               0               0               -127.071        -6244.6         132308          0               0               0               132308          0               0               0               127019          54160           0               0               0               54159.8         0               0               0               54102.6         53899.5         36973.9         101827          0               0               0               101827          0               0               0               101697          107543          0               0               0               107543          0               0               0               96727.2         34070.2         0               0               0               34069.8         0               0               0               33951.9         370.974         468.249         582.475         
9.56752e+12     6.18183e-05     0               0               0               0.0013535       0               0               0               0.0630865       2.21655e-05     0               0               0               0.00458319      0               0               0               0.0775175       3.94895e-06     0               0               0               0.00180488      0               0               0               0.580665        639.58          0.619418        0.694224        0.758271        27.8806         215.491         -0.0137133      0               0               0               -0.30025        0               0               0               -13.7912        -0.00220227     0               0               0               -0.455364       0               0               0               -7.6949         -0.000862438    0               0               0               -0.394179       0               0               0               -121.228        -4864.75        126744          0               0               0               126744          0               0               0               121879          52749.7         0               0               0               52749.5         0               0               0               52696.2         52510.7         36928.3         97417.1         0               0               0               97417           0               0               0               97298.9         102986          0               0               0               102985          0               0               0               93029.9         33572           0               0               0               33571.6         0               0               0               33461.6         375.027         469.509         578.489         
1.33023e+13     6.12228e-05     0               0               0               0.00134046      0               0               0               0.0625237       2.20687e-05     0               0               0               0.00456317      0               0               0               0.0771818       3.91787e-06     0               0               0               0.00179067      0               0               0               0.577307        638.747         0.622762        0.695032        0.755624        27.9282         215.406         -0.012947       0               0               0               -0.283473       0               0               0               -13.0388        -0.00210815     0               0               0               -0.435904       0               0               0               -7.36664        -0.000817716    0               0               0               -0.373739       0               0               0               -115.436        -3442.96        121257          0               0               0               121257          0               0               0               116793          51324.9         0               0               0               51324.8         0               0               0               51275.1         51106.1         36797.5         93094.4         0               0               0               93094.3         0               0               0               92986.8         98508.9         0               0               0               98508.8         0               0               0               89369.4         33057.4         0               0               0               33057.1         0               0               0               32954.6         379.168         470.774         574.558         
1.8495e+13      6.0635e-05      0               0               0               0.00132759      0               0               0               0.0619673       2.19718e-05     0               0               0               0.00454313      0               0               0               0.0768457       3.88706e-06     0               0               0               0.00177659      0               0               0               0.573957        637.892         0.626161        0.695843        0.753003        27.9761         215.328         -0.0121995      0               0               0               -0.267105       0               0               0               -12.3029        -0.00201395     0               0               0               -0.416425       0               0               0               -7.03802        -0.000773756    0               0               0               -0.353647       0               0               0               -109.694        -1979.93        115844          0               0               0               115844          0               0               0               111761          49885.4         0               0               0               49885.3         0               0               0               49839.2         49685.6         36583.3         88856           0               0               0               88856           0               0               0               88758.2         94111           0               0               0               94110.9         0               0               0               85744.5         32525.9         0               0               0               32525.6         0               0               0               32430.4         383.399         472.044         570.681         
2.57148e+13     6.00547e-05     0               0               0               0.00131489      0               0               0               0.0614174       2.18748e-05     0               0               0               0.00452308      0               0               0               0.0765093       3.85651e-06     0               0               0               0.00176263      0               0               0               0.570617        637.013         0.629617        0.696656        0.75041         28.0243         215.256         -0.0114701      0               0               0               -0.251136       0               0               0               -11.5833        -0.00191965     0               0               0               -0.396926       0               0               0               -6.709          -0.000730541    0               0               0               -0.333896       0               0               0               -104.002        -476.37         110502          0               0               0               110502          0               0               0               106779          48430.9         0               0               0               48430.8         0               0               0               48388.1         48249           36287.5         84699.6         0               0               0               84699.5         0               0               0               84611           89789           0               0               0               89788.9         0               0               0               82153.5         31976.6         0               0               0               31976.3         0               0               0               31888.1         387.724         473.32          566.856         
3.57529e+13     5.94819e-05     0               0               0               0.00130235      0               0               0               0.0608738       2.17777e-05     0               0               0               0.00450301      0               0               0               0.0761726       3.82621e-06     0               0               0               0.00174878      0               0               0               0.567285        636.113         0.63313         0.697472        0.747844        28.0727         215.191         -0.0107584      0               0               0               -0.235554       0               0               0               -10.8793        -0.00182524     0               0               0               -0.377407       0               0               0               -6.37957        -0.000688053    0               0               0               -0.314477       0               0               0               -98.3593        1067.02         105231          0               0               0               105231          0               0               0               101847          46961.1         0               0               0               46960.9         0               0               0               46921.5         46796           35911.7         80622.7         0               0               0               80622.7         0               0               0               80542.8         85540.5         0               0               0               85540.4         0               0               0               78595.2         31408.7         0               0               0               31408.4         0               0               0               31327           392.145         474.6           563.083         
4.97095e+13     5.89164e-05     0               0               0               0.00128996      0               0               0               0.0603364       2.16806e-05     0               0               0               0.00448292      0               0               0               0.0758356       3.79617e-06     0               0               0               0.00173505      0               0               0               0.563961        635.19          0.636703        0.69829         0.745303        28.1214         215.133         -0.0100639      0               0               0               -0.220346       0               0               0               -10.1906        -0.00173073     0               0               0               -0.357865       0               0               0               -6.0497         -0.000646277    0               0               0               -0.295383       0               0               0               -92.7652        2649.56         100026          0               0               0               100026          0               0               0               96961.6         45475.6         0               0               0               45475.5         0               0               0               45439.3         45326.3         35457.6         76623.2         0               0               0               76623.2         0               0               0               76551.3         81362.8         0               0               0               81362.7         0               0               0               75068.3         30821.5         0               0               0               30821.2         0               0               0               30746.3         396.666         475.885         559.36          
6.91143e+13     5.8358e-05      0               0               0               0.00127774      0               0               0               0.059805        2.15834e-05     0               0               0               0.00446281      0               0               0               0.0754982       3.76637e-06     0               0               0               0.00172143      0               0               0               0.560645        634.246         0.640336        0.699112        0.742788        28.1704         215.081         -0.00938595     0               0               0               -0.205504       0               0               0               -9.51684        -0.00163611     0               0               0               -0.338299       0               0               0               -5.71938        -0.000605197    0               0               0               -0.276607       0               0               0               -87.2195        4270.58         94886.5         0               0               0               94886.5         0               0               0               92122.6         43974.2         0               0               0               43974.1         0               0               0               43940.9         43839.6         34926.9         72698.9         0               0               0               72698.8         0               0               0               72634.4         77253.5         0               0               0               77253.4         0               0               0               71571.3         30214           0               0               0               30213.7         0               0               0               30145           401.29          477.176         555.688         
9.60939e+13     5.78065e-05     0               0               0               0.00126566      0               0               0               0.0592796       2.1486e-05      0               0               0               0.00444269      0               0               0               0.0751604       3.73682e-06     0               0               0               0.00170793      0               0               0               0.557337        633.279         0.644033        0.699936        0.740299        28.2197         215.036         -0.00872422     0               0               0               -0.191015       0               0               0               -8.85753        -0.00154136     0               0               0               -0.318707       0               0               0               -5.38856        -0.000564797    0               0               0               -0.258142       0               0               0               -81.7217        5929.42         89809.9         0               0               0               89809.8         0               0               0               87328           42456.6         0               0               0               42456.5         0               0               0               42426.2         42335.8         34321           68847.5         0               0               0               68847.4         0               0               0               68789.9         73210.1         0               0               0               73210.1         0               0               0               68103.1         29585.3         0               0               0               29585           0               0               0               29522.4         406.021         478.472         552.063         
1.33605e+14     5.7262e-05      0               0               0               0.00125374      0               0               0               0.05876         2.13886e-05     0               0               0               0.00442255      0               0               0               0.0748223       3.70751e-06     0               0               0               0.00169453      0               0               0               0.554037        632.29          0.647794        0.700763        0.737834        28.2693         214.997         -0.00807819     0               0               0               -0.176871       0               0               0               -8.21233        -0.00144647     0               0               0               -0.299088       0               0               0               -5.05723        -0.000525063    0               0               0               -0.239981       0               0               0               -76.2713        7625.42         84794           0               0               0               84794           0               0               0               82576.3         40922.3         0               0               0               40922.2         0               0               0               40894.7         40814.4         33641.4         65067           0               0               0               65067           0               0               0               65015.9         69230.4         0               0               0               69230.3         0               0               0               64662.4         28934.4         0               0               0               28934.2         0               0               0               28877.2         410.863         479.774         548.487         
1.8576e+14      5.67241e-05     0               0               0               0.00124196      0               0               0               0.0582461       2.12911e-05     0               0               0               0.00440238      0               0               0               0.0744837       3.67843e-06     0               0               0               0.00168124      0               0               0               0.550745        631.28          0.651622        0.701593        0.735393        28.3191         214.965         -0.00744743     0               0               0               -0.16306        0               0               0               -7.58087        -0.00135145     0               0               0               -0.27944        0               0               0               -4.72536        -0.000485979    0               0               0               -0.222118       0               0               0               -70.868         9357.95         79837           0               0               0               79837           0               0               0               77866           39371.1         0               0               0               39371           0               0               0               39346.2         39275.2         32889.6         61355.4         0               0               0               61355.4         0               0               0               61310.3         65311.8         0               0               0               65311.7         0               0               0               61247.8         28260.3         0               0               0               28260.1         0               0               0               28208.7         415.82          481.081         544.958         
2.58274e+14     5.61929e-05     0               0               0               0.00123033      0               0               0               0.0577379       2.11935e-05     0               0               0               0.0043822       0               0               0               0.0741448       3.64958e-06     0               0               0               0.00166805      0               0               0               0.547461        630.248         0.655519        0.702425        0.732977        28.3692         214.939         -0.00683151     0               0               0               -0.149575       0               0               0               -6.96277        -0.00125628     0               0               0               -0.259761       0               0               0               -4.3929         -0.000447533    0               0               0               -0.204546       0               0               0               -65.5115        11126.4         74936.8         0               0               0               74936.8         0               0               0               73195.8         37802.5         0               0               0               37802.5         0               0               0               37780.1         37717.8         32067           57710.8         0               0               0               57710.8         0               0               0               57671.2         61452           0               0               0               61452           0               0               0               57858.3         27561.9         0               0               0               27561.8         0               0               0               27515.5         420.895         482.394         541.474         
3.59094e+14     5.56681e-05     0               0               0               0.00121884      0               0               0               0.0572352       2.10958e-05     0               0               0               0.00436199      0               0               0               0.0738055       3.62096e-06     0               0               0               0.00165497      0               0               0               0.544184        629.195         0.659487        0.703261        0.730584        28.4197         214.919         -0.00622999     0               0               0               -0.136405       0               0               0               -6.35771        -0.00116094     0               0               0               -0.240049       0               0               0               -4.05984        -0.000409709    0               0               0               -0.187259       0               0               0               -60.2013        12930.1         70091.6         0               0               0               70091.5         0               0               0               68564.2         36216.2         0               0               0               36216.2         0               0               0               36196.2         36141.9         31174.9         54131.2         0               0               0               54131.2         0               0               0               54096.6         57648.9         0               0               0               57648.9         0               0               0               54492.5         26838.1         0               0               0               26837.9         0               0               0               26796.7         426.093         483.712         538.035         
4.99271e+14     5.51496e-05     0               0               0               0.00120749      0               0               0               0.0567379       2.09979e-05     0               0               0               0.00434177      0               0               0               0.0734657       3.59257e-06     0               0               0               0.00164199      0               0               0               0.540914        628.121         0.663527        0.704099        0.728214        28.4704         214.906         -0.00564249     0               0               0               -0.123541       0               0               0               -5.76534        -0.00106544     0               0               0               -0.220302       0               0               0               -3.72613        -0.000372496    0               0               0               -0.17025        0               0               0               -54.937         14768.5         65299.4         0               0               0               65299.4         0               0               0               63969.9         34611.8         0               0               0               34611.7         0               0               0               34594.1         34547.1         30214.5         50614.7         0               0               0               50614.7         0               0               0               50584.8         53900           0               0               0               53900           0               0               0               51149.2         26087.5         0               0               0               26087.4         0               0               0               26050.8         431.419         485.037         534.641         
6.94168e+14     5.46374e-05     0               0               0               0.00119628      0               0               0               0.0562459       2.09e-05        0               0               0               0.00432151      0               0               0               0.0731255       3.56439e-06     0               0               0               0.00162912      0               0               0               0.537652        627.025         0.667643        0.70494         0.725867        28.5214         214.899         -0.00506861     0               0               0               -0.110976       0               0               0               -5.18533        -0.000969757    0               0               0               -0.200518       0               0               0               -3.39173        -0.00033588     0               0               0               -0.153515       0               0               0               -49.7184        16641           60558.6         0               0               0               60558.6         0               0               0               59411.7         32988.7         0               0               0               32988.7         0               0               0               32973.2         32932.9         29187.1         47159.6         0               0               0               47159.6         0               0               0               47134           50203.3         0               0               0               50203.2         0               0               0               47827.2         25308.9         0               0               0               25308.8         0               0               0               25276.7         436.878         486.367         531.29          
9.65145e+14     5.41313e-05     0               0               0               0.00118519      0               0               0               0.0557592       2.08019e-05     0               0               0               0.00430124      0               0               0               0.0727848       3.53643e-06     0               0               0               0.00161634      0               0               0               0.534397        625.909         0.671837        0.705784        0.723543        28.5728         214.898         -0.00450796     0               0               0               -0.0987009      0               0               0               -4.61737        -0.00087388     0               0               0               -0.180693       0               0               0               -3.05661        -0.000299848    0               0               0               -0.137046       0               0               0               -44.5451        18547.1         55867.3         0               0               0               55867.3         0               0               0               54888.2         31346.6         0               0               0               31346.6         0               0               0               31333.2         31299           28093.8         43764           0               0               0               43764           0               0               0               43742.3         46556.3         0               0               0               46556.3         0               0               0               44525.2         24500.8         0               0               0               24500.7         0               0               0               24472.9         442.474         487.703         527.981         
1.3419e+15      5.36311e-05     0               0               0               0.00117424      0               0               0               0.0552776       2.07037e-05     0               0               0               0.00428093      0               0               0               0.0724437       3.50868e-06     0               0               0               0.00160365      0               0               0               0.53115         624.771         0.67611         0.706632        0.721241        28.6244         214.904         -0.00396018     0               0               0               -0.0867075      0               0               0               -4.06114        -0.000777797    0               0               0               -0.160826       0               0               0               -2.72073        -0.000264388    0               0               0               -0.120839       0               0               0               -39.4167        20486.1         51223.8         0               0               0               51223.8         0               0               0               50398.4         29685           0               0               0               29685           0               0               0               29673.5         29644.9         26935.7         40426.3         0               0               0               40426.3         0               0               0               40408.1         42957           0               0               0               42957           0               0               0               41242.1         23661.9         0               0               0               23661.8         0               0               0               23638           448.214         489.044         524.715         
1.86573e+15     5.31369e-05     0               0               0               0.00116342      0               0               0               0.0548011       2.06054e-05     0               0               0               0.00426061      0               0               0               0.072102        3.48114e-06     0               0               0               0.00159107      0               0               0               0.527909        623.613         0.680466        0.707482        0.71896         28.6764         214.916         -0.00342492     0               0               0               -0.074988       0               0               0               -3.51636        -0.000681496    0               0               0               -0.140914       0               0               0               -2.38403        -0.000229488    0               0               0               -0.104888       0               0               0               -34.3329        22457.5         46626.5         0               0               0               46626.5         0               0               0               45940.9         28003.4         0               0               0               28003.3         0               0               0               27993.7         27970.1         25713.9         37144.7         0               0               0               37144.7         0               0               0               37129.7         39403           0               0               0               39403           0               0               0               37976.5         22790.4         0               0               0               22790.3         0               0               0               22770.3         454.101         490.392         521.489         
2.59404e+15     5.26483e-05     0               0               0               0.00115273      0               0               0               0.0543295       2.0507e-05      0               0               0               0.00424025      0               0               0               0.0717599       3.45381e-06     0               0               0               0.00157857      0               0               0               0.524675        622.434         0.684907        0.708335        0.716701        28.7287         214.934         -0.00290183     0               0               0               -0.0635349      0               0               0               -2.98273        -0.000584962    0               0               0               -0.120953       0               0               0               -2.04647        -0.000195137    0               0               0               -0.089188       0               0               0               -29.2934        24460.8         42073.8         0               0               0               42073.8         0               0               0               41514.7         26301.2         0               0               0               26301.1         0               0               0               26293.2         26274.2         24429.4         33917.6         0               0               0               33917.6         0               0               0               33905.5         35892.3         0               0               0               35892.3         0               0               0               34727.2         21884.8         0               0               0               21884.7         0               0               0               21868.2         460.143         491.746         518.303         
3.60666e+15     5.21655e-05     0               0               0               0.00114215      0               0               0               0.0538627       2.04084e-05     0               0               0               0.00421986      0               0               0               0.0714172       3.42667e-06     0               0               0               0.00156617      0               0               0               0.521448        621.234         0.689437        0.709191        0.714463        28.7813         214.959         -0.00239056     0               0               0               -0.0523409      0               0               0               -2.45997        -0.000488182    0               0               0               -0.100942       0               0               0               -1.708          -0.000161323    0               0               0               -0.073733       0               0               0               -24.2979        26495.5         37564.1         0               0               0               37564.1         0               0               0               37118.6         24577.8         0               0               0               24577.8         0               0               0               24571.5         24556.5         23082.9         30743.4         0               0               0               30743.4         0               0               0               30733.8         32422.5         0               0               0               32422.5         0               0               0               31493           20943.2         0               0               0               20943.1         0               0               0               20929.9         466.346         493.106         515.158         
5.01456e+15     5.16882e-05     0               0               0               0.0011317       0               0               0               0.0534008       2.03096e-05     0               0               0               0.00419945      0               0               0               0.0710739       3.39974e-06     0               0               0               0.00155386      0               0               0               0.518228        620.014         0.694058        0.71005         0.712246        28.8342         214.99          -0.00189081     0               0               0               -0.0413989      0               0               0               -1.9478         -0.000391139    0               0               0               -0.0808763      0               0               0               -1.36856        -0.000128034    0               0               0               -0.0585182      0               0               0               -19.346         28561.1         33095.8         0               0               0               33095.8         0               0               0               32751.6         22832.8         0               0               0               22832.7         0               0               0               22827.9         22816.5         21675.5         27620.4         0               0               0               27620.4         0               0               0               27613.1         28991.5         0               0               0               28991.5         0               0               0               28272.4         19963.7         0               0               0               19963.6         0               0               0               19953.5         472.716         494.473         512.05          
6.97206e+15     5.12163e-05     0               0               0               0.00112137      0               0               0               0.0529435       2.02107e-05     0               0               0               0.004179        0               0               0               0.0707301       3.373e-06       0               0               0               0.00154164      0               0               0               0.515015        618.774         0.698773        0.710912        0.71005         28.8875         215.027         -0.00140224     0               0               0               -0.0307018      0               0               0               -1.44596        -0.000293817    0               0               0               -0.0607529      0               0               0               -1.02811        -9.52597e-05    0               0               0               -0.0435387      0               0               0               -14.4374        30657.1         28667.5         0               0               0               28667.5         0               0               0               28412.5         21065.4         0               0               0               21065.3         0               0               0               21061.9         21053.7         20207.9         24547.1         0               0               0               24547           0               0               0               24541.8         25596.9         0               0               0               25596.9         0               0               0               25064.2         18944.3         0               0               0               18944.2         0               0               0               18937           479.259         495.845         508.981         
9.69369e+15     5.07498e-05     0               0               0               0.00111116      0               0               0               0.0524909       2.01117e-05     0               0               0               0.00415852      0               0               0               0.0703857       3.34645e-06     0               0               0               0.00152951      0               0               0               0.511808        617.513         0.703585        0.711778        0.707873        28.9411         215.07          -0.000924561    0               0               0               -0.0202431      0               0               0               -0.954187       -0.000196199    0               0               0               -0.0405683      0               0               0               -0.686569       -6.29894e-05    0               0               0               -0.0287895      0               0               0               -9.57181        32783.1         24277.6         0               0               0               24277.6         0               0               0               24100.4         19274.9         0               0               0               19274.9         0               0               0               19272.7         19267.3         18680.9         21521.9         0               0               0               21521.9         0               0               0               21518.4         22236.6         0               0               0               22236.6         0               0               0               21866.9         17882.8         0               0               0               17882.7         0               0               0               17878.1         485.984         497.225         505.95          
1.34777e+16     5.02885e-05     0               0               0               0.00110106      0               0               0               0.0520428       2.00125e-05     0               0               0               0.00413801      0               0               0               0.0700407       3.3201e-06      0               0               0               0.00151746      0               0               0               0.508608        616.232         0.708499        0.712646        0.705717        28.9951         215.12          -0.000457466    0               0               0               -0.0100161      0               0               0               -0.472232       -9.82659e-05    0               0               0               -0.0203186      0               0               0               -0.343886       -3.12125e-05    0               0               0               -0.0142658      0               0               0               -4.74885        34938.6         19924.8         0               0               0               19924.8         0               0               0               19814.3         17460.8         0               0               0               17460.8         0               0               0               17459.7         17456.8         17095           18543.3         0               0               0               18543.3         0               0               0               18541.3         18908.3         0               0               0               18908.3         0               0               0               18679.1         16776.8         0               0               0               16776.8         0               0               0               16774.6         492.898         498.61          502.955         
1.8739e+16      4.98324e-05     0               0               0               0.00109107      0               0               0               0.0515991       1.99131e-05     0               0               0               0.00411747      0               0               0               0.0696951       3.29392e-06     0               0               0               0.0015055       0               0               0               0.505414        614.931         0.713517        0.713518        0.70358         29.0494         215.176         -6.6699e-07     0               0               0               -1.46035e-05    0               0               0               0.00015262      1.55627e-09     0               0               0               3.22873e-07     0               0               0               1.06983e-05     8.15386e-08     0               0               0               3.7268e-05      0               0               0               0.0318088       37123.2         15607.5         0               0               0               15607.5         0               0               0               15553.1         15622.2         0               0               0               15622.2         0               0               0               15622.2         15621.2         15450.9         15609.8         0               0               0               15609.8         0               0               0               15609.2         15609.6         0               0               0               15609.6         0               0               0               15499.4         15624           0               0               0               15624           0               0               0               15623.9         500.009         500.002         499.996         
